author,account_category,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299
10_GOP,RightTroll,-0.031190755,0.07216399,0.0029353048,0.17604658,-0.024990674,-0.02811219,-0.38542044,-0.10002701,-0.023970736,0.04404148,0.28996265,-0.028917985,0.2715349,-0.4381167,-0.3475837,-0.11741343,-0.035632435,-0.14086863,-0.05470363,-0.03342184,-0.3122652,-0.10011294,-0.3179131,0.07109758,-0.03861566,0.31942856,-0.46029797,-0.041115426,-0.10869466,0.22246169,-0.113393724,-0.2460672,0.033980634,-0.40244406,-0.5715808,-0.2689661,0.2174637,-0.118142344,0.17059845,-0.4408604,-0.21067347,0.30079052,-0.104755424,0.20139788,0.13074146,-0.28457952,-0.098132886,-0.33386284,-0.008237967,-0.4384607,-0.43655854,-0.4009976,0.07064166,-0.03419386,-0.3604306,-0.18746632,0.13693042,0.109368056,-0.349135,-0.19733706,-0.5926545,-0.22590943,0.14602363,0.28702363,-0.17312019,-0.05012377,0.12644768,0.5973732,0.27329624,-0.7228357,-0.25332335,0.017292226,-0.34712362,-0.14772438,-0.37949762,-0.031498246,-0.20103438,-0.42329824,-0.26617414,0.06122555,-0.1522129,0.4100151,-0.15584719,-0.09306557,-0.5107844,0.3442825,-0.29427484,-0.20355208,-0.6829613,-0.46344405,0.00198378,0.33965352,-0.2830486,0.34291732,0.31569734,-0.21831319,-0.088303745,-0.0409371,-0.07932831,-0.17811033,0.22862045,-0.011262439,-0.18339181,-0.31817922,0.17409135,-0.13242218,0.2285993,0.22588396,0.15814143,-0.6290868,0.014719051,0.045366775,-0.31848654,-0.046828173,0.25981826,0.22225562,-0.19502498,-0.7556885,0.069582015,0.075935975,-0.03263954,-0.37900224,-0.17083193,0.23450907,0.59840965,0.010566816,0.1756512,0.016194265,0.06363778,0.043453865,-0.19676532,-0.35788628,0.19181432,-0.22372524,-0.40373677,-0.42276806,0.17614955,-0.1157118,0.3377014,-0.50473285,0.17381507,0.12179715,-0.5488089,0.1257073,0.36575124,-0.24788626,-0.38170144,0.07716327,0.09114427,0.057737052,0.44859955,-0.37907064,-0.1269279,0.10742506,0.8127408,-0.050038427,0.15201071,0.39871854,0.024931857,0.07869982,0.0652583,0.20395745,-0.838813,-0.0941134,-0.14980568,0.58480453,0.20777269,-0.1934925,-0.13627277,0.01108487,0.12609032,-0.32070744,-0.24393074,-0.40456453,0.13545966,0.13330626,0.1491098,0.13809676,0.38205078,-0.42084995,0.18434799,-0.41035646,0.23481457,0.24023134,-0.07373741,0.09512915,-0.21601449,0.47713274,0.16267976,-0.41955128,0.28469443,0.3119246,0.2170057,0.0011675819,0.3357032,-0.4978596,-0.55562073,-0.058756977,-0.10303503,-0.13242911,-0.2446419,-0.011173343,-0.14537708,-0.6280805,0.23878688,0.47352186,0.038463473,-0.28124544,0.14062321,0.049827285,-0.120349735,0.23263921,0.040296763,-0.06202322,0.34049475,-0.23651575,0.45967898,0.3122775,0.5676928,-0.29728612,-0.15063661,-0.023646388,-0.18948656,-0.111088045,-0.40735134,-0.17372958,0.35863313,-0.5368471,0.5647765,0.311105,-0.12221533,0.15559988,-0.103285156,-0.2313814,-0.23415715,0.441864,-0.31210124,-0.20635793,-0.110665634,-0.20246388,-0.3439367,0.8569037,-0.13313521,-0.09154303,0.032600857,-0.21785119,-0.2350074,0.40503883,0.06713755,-0.017836185,-0.16939695,-0.19622047,-0.5738916,-0.5940208,-0.0783547,0.21013519,0.103678256,0.37407377,-0.5549989,-0.25783598,0.27274796,-0.18106347,0.17038248,-0.10913951,0.3678811,0.1506565,-0.19737098,-0.35209414,-0.41617572,-0.01966089,0.24187867,-0.40916175,0.075061955,-0.20959269,0.27865177,0.045775827,0.07529829,-0.020858774,0.10958903,-0.18307243,-0.15254366,-0.3486944,0.07658153,0.102454044,0.016115848,0.29354608,-0.02043707,-0.25936496,-0.36979705,0.025819292,0.5973877,0.26569355,0.5229104,0.16961546,0.5272756,0.23957321,-0.16566427,-0.14898878,-0.46218064,-0.12273663
4MYSQUAD,LeftTroll,-1.8998734,-0.6640599,-0.21586983,-0.5972102,0.07447274,1.1526817,-1.000418,0.19198968,0.15402469,-1.2589406,-1.6136866,0.368844,0.24786621,-0.34723812,-2.8354256,0.5366784,1.1451918,-1.4297336,0.33590034,-1.0050117,-0.21458554,-0.83436227,-1.6243646,-0.23518588,0.047449235,0.80776083,-0.025825629,0.37265405,-0.43018967,-0.54389447,-0.38424385,0.12978809,0.34091568,1.4586309,-0.09382167,-0.69067675,0.10803543,-0.07275963,-0.9685382,-1.5731124,-0.07772948,0.10741726,0.4814831,0.16526677,0.13695475,0.11819325,0.40775666,-0.8941596,-1.1329445,-0.8427785,-0.5329846,-1.0387269,-0.39976755,0.51288515,-0.9518761,-0.5121597,0.5916617,0.07855232,0.22450696,-1.7122034,-0.7238463,-0.14358407,-1.1539118,0.28199172,-0.34079197,0.5909663,0.5306425,0.35209644,0.8709218,-0.11529249,0.22298792,-0.011902838,-0.16127926,0.07305026,-0.3750009,-0.179112,-0.8837195,-0.9272818,-0.8838017,-0.4518701,-0.38731888,-1.4568155,-0.79742116,0.16554005,-1.0145432,1.2316117,-0.24178651,-0.8930993,-0.5597389,-1.8913416,0.07966692,0.6394331,-1.112914,1.6448938,0.8817298,-0.22967918,-1.8803685,0.35025814,0.29405516,0.46262774,1.8646892,-0.9398325,0.5760332,1.3431472,1.2625002,0.19744518,-0.951773,0.86880594,0.2933856,-1.0020647,-0.045142613,1.2149119,0.46405876,-0.20088817,0.43642065,1.1619997,0.8070977,-0.47441605,-0.11307096,1.0892427,0.23399648,-0.97874326,-0.42798096,0.50131905,-0.34220973,-0.6302136,0.49239698,0.0061675967,0.697537,1.5934845,0.36895013,-1.6636131,-0.42872632,-0.9336734,-2.1942754,-1.193633,0.29919392,-1.2796482,-0.27423072,-0.0017130258,0.06842679,-0.5674209,-1.4503282,-0.54939806,0.077189825,0.6762831,0.26447392,-0.012189655,0.5698131,0.70772517,0.3821594,0.025960146,-0.1225327,0.26607847,0.26603803,1.2549759,0.9192498,0.5406717,0.29625058,-1.3320528,-0.24626787,-0.0019420017,-2.8102481,-0.1430131,-0.3230192,1.120353,1.6553793,-0.7718395,0.47205493,0.76648897,-0.52987564,1.1377579,0.6979545,-0.25908715,1.3035926,-0.7591674,-0.12742047,0.846976,0.3248165,0.89366084,0.3121111,-1.5387374,0.3227278,-0.50828564,-1.3034191,0.111042485,0.137393,1.4984474,0.2290207,-0.99534905,-1.0323813,2.152744,1.1713854,1.8137335,1.0873883,-2.1340308,0.10464188,0.5297348,0.33971426,0.89950883,-0.8536367,-0.2484704,0.6194578,-0.41795632,-0.40115422,-0.02198679,-0.7824896,1.1697885,-0.32658473,0.1327232,-1.4104038,0.15177505,-0.75057614,-1.0012618,1.3197465,-0.4799065,0.23182453,-0.418442,0.98874944,-0.6697971,-0.6849775,-0.8212069,-0.58420944,0.002274359,-1.0263329,-0.67439336,0.5441274,-1.3592191,1.5052114,0.71136045,-0.6228471,1.3317819,0.29839373,0.084066205,-0.12597926,0.8816364,-1.4434447,-1.0220206,0.9188058,-0.5412466,-0.5166007,0.78267807,0.4043053,0.707789,0.64261436,1.2280322,-0.14417964,2.0730135,-0.23118468,0.2504561,-0.45102292,-0.2567648,-1.6418891,-0.58271164,0.106463626,1.354403,-0.590972,-0.11373354,-0.6071616,-0.60778207,0.19582896,-0.23895495,-0.41205233,0.6722253,0.15138073,-0.054864734,-0.06823589,-0.11126306,-1.5768139,0.79130805,1.5361161,0.22998638,-0.58439976,-0.61531115,0.9677595,-0.53454226,1.6441988,0.84114975,0.32348981,0.094712675,-1.7306966,-0.14921208,0.42596275,-0.7082466,0.8291343,0.006667243,-0.33215237,-0.30479032,-0.51959586,-1.1115155,0.30854705,0.0084736245,-0.09099709,-1.7428398,-0.12162088,-0.47833937,-0.019909991,-0.86071384,-1.0891151,-0.43668124
AANTIRACIST,LeftTroll,-0.19144773,-0.30954364,-0.15882353,0.08130503,-0.25810546,0.5954186,-0.8104848,-0.15327512,-0.4780347,0.26798964,-1.2025325,-0.52802277,-0.008591403,-0.2908209,-1.33781,0.26566654,1.2758474,-0.42461014,0.7132567,-0.4652509,-0.22326078,0.051930025,-1.0033188,-0.3980108,-0.2702199,0.18998022,-0.011771139,0.6351911,0.15034917,-0.30125967,0.06677051,-0.051295064,-0.16519834,0.0012301747,-0.48776862,-0.4109107,0.10716562,-0.19093388,-0.6536749,-1.1171175,-0.037970398,0.10408894,0.25989786,0.22012578,-0.060062774,0.2974928,-0.11082171,-0.18487197,-0.45451233,-0.4846085,-0.29358226,-0.34182796,-0.30964088,-0.15434961,-0.5333546,0.23772027,0.1228343,0.2475583,-0.15474108,-0.5912782,-0.14463927,-0.13919462,0.20575535,-0.14533505,-0.6819654,0.17726511,0.0928647,0.49672025,0.06203042,-0.08269905,-0.39130872,0.43927598,0.09857799,0.18713622,-0.5125721,-0.0071247467,0.46200696,-0.19091728,-0.3541759,-0.08171686,-0.07381865,-0.12262565,0.04191152,0.07715921,-0.3285211,0.2129415,0.030727297,-0.20952138,-0.5117344,-1.1181364,-0.16181771,0.6076198,-0.48644227,0.22369978,-0.012654053,0.18013278,-0.19831423,-0.055955093,0.08549261,0.5713466,0.67548245,-0.3346012,0.09462499,0.37483716,0.6772301,0.18233721,-0.33936366,0.30341375,-0.11207374,-0.81396806,-0.060761023,0.2321232,0.16405939,0.103115335,0.25015032,0.4488393,0.22155897,-0.21686873,-0.17379515,-0.2715081,0.04961897,-0.29069436,-0.061313625,-0.10449336,0.17705563,-0.19956657,0.25359896,-0.056994203,0.73464197,0.9421323,0.34670505,-0.5216217,-0.00037892046,0.21792373,-0.59574944,-0.07406967,0.067001715,-0.22593084,0.27422988,-0.020838747,-0.00349085,0.10271756,-0.49815497,0.14373094,0.43970627,0.62816906,-0.12594028,0.3216125,0.39752543,-0.1706231,0.28481466,0.0032678025,-0.09780665,-0.10929408,0.7648832,0.92483646,0.44530705,0.6176085,0.25185272,-0.476802,-0.004311628,0.37260574,-1.5824406,0.011872184,-0.4009443,0.5393896,1.2941711,-0.2319154,0.063729495,0.2856488,0.22056356,0.22630763,0.069472075,-0.32022622,1.0484927,-0.28229827,0.27582464,0.1472807,0.46458793,-0.0823272,0.1734441,-0.67692125,-0.151867,-0.5575254,-1.183309,0.2892454,-0.26491565,0.55471694,-0.5697443,-0.23231566,-0.6221452,0.7504494,-0.06389175,0.89267623,0.5650113,-0.8457642,0.45830667,0.32509458,-0.07566628,-0.4545333,-0.7795433,0.1752824,0.25586334,-0.34444717,0.18292576,0.6839067,-0.092069276,0.11872038,0.77395415,0.17961408,-0.27521318,0.040451996,-0.34291342,0.023615548,0.80454195,-0.7334267,0.37469837,0.007414383,0.33113202,-0.6580919,-0.5469234,-0.22702962,0.28853357,0.17275842,-0.66273475,-0.614117,0.49512535,-1.1598624,0.77992535,0.31087604,0.14391053,0.843915,-0.12855168,0.5031002,-0.39361164,0.4434238,-0.7015872,-0.45208493,0.42163125,0.0027382164,0.2367496,0.5385733,0.38200018,0.33469233,-0.02956749,0.5137766,-0.037380457,0.5807084,0.049480107,-0.17743836,0.33988518,-0.584751,-1.0501376,-0.23200272,-0.20651607,0.45326608,-0.53797174,0.28157145,-0.45769653,-0.19680122,0.182394,-0.17308806,-0.31054285,-0.44763342,0.015881386,-0.17430468,0.05305967,0.1440196,-0.97026134,0.098941095,0.08035085,-0.43926498,0.080366105,0.058504995,0.25986364,-0.31105822,0.55103445,-0.021955326,-0.3347284,-0.13703145,-0.72752726,-0.4695523,-0.030476065,-0.57960683,0.16051967,0.3261571,-0.21184838,0.03783304,-0.3178254,-0.4647082,0.5463582,-0.08000908,0.45992595,-0.32897326,0.11880121,-0.017565124,-0.40415722,-0.8502163,-1.1346792,-0.2856187
ABIGAILSSILK,HashtagGamer,-0.4766572,-0.8711019,0.7585614,-0.5925263,-0.0830748,-0.06523766,0.23609531,0.92913747,-0.6700013,-0.2417367,-0.666534,0.17247434,1.144594,0.06766913,-0.16019315,0.6428679,1.0720602,-1.653891,0.60038906,-0.12732898,0.3187682,0.08573322,-0.6123824,-0.3516767,-0.40053564,-0.03588844,-0.94348514,1.624673,-0.29758206,-0.19497453,0.25978154,-0.67800564,0.58255506,-0.76215357,-0.49629065,-1.3398451,0.5682244,-0.2573715,-0.65247273,-1.9453645,1.2903967,0.35700792,0.43193817,0.86113226,0.055965714,-0.104717836,0.30590189,-0.86659515,-0.5779825,-1.2824845,-0.644941,-0.42286754,-1.150406,0.5570072,0.5287387,0.4681951,0.91746813,-0.59706455,-1.236685,-0.22760075,-0.6964504,0.5111051,0.16272093,1.1580862,0.5975226,0.41803342,-0.36777842,0.63784915,0.65374595,-0.31413946,-0.10770682,-0.5663994,0.8587675,0.2626362,0.015417783,0.056372974,-0.19671342,-0.78315574,0.033643782,-0.58742464,-0.16201867,-0.028527714,0.07357313,-0.2875427,0.26301244,0.1118586,0.030840296,-0.32510227,-1.0700419,-0.2391578,-0.1843972,1.8087244,-0.6097705,0.83497316,0.30650344,-0.74045044,1.0847849,-0.19383365,1.9925244,0.23047298,0.12330608,-0.9245556,-1.3126448,-0.2516412,1.0864367,0.5112411,-0.51632583,0.8455799,0.15530649,-0.057513352,0.5283626,-0.5910612,-1.1541609,0.7897137,1.1421903,-0.105016515,0.7937258,-0.3274779,-0.32603228,0.40120304,0.62073064,0.3466781,-1.4027808,-0.31880236,-0.40962428,-0.77557576,0.17895964,-0.06346037,0.15682852,0.36386237,0.65268224,-1.2895335,-0.16163343,-0.16058294,-1.3441595,-0.0318244,0.44494212,0.5570144,-0.99731106,-0.82564825,0.18827802,-0.03667502,-0.34444055,-0.29082912,1.4549953,0.09832189,0.5154072,-0.7143344,-0.3881896,-0.6248835,0.68895686,-0.1114237,0.21011676,-0.65777737,0.392268,0.79249066,1.0630505,-0.06097205,0.4094369,0.15611084,-0.6582525,0.50797045,-1.3242278,-0.6762081,-0.5388929,0.36834085,-0.817313,-0.23174852,-0.19705853,0.72272295,1.2984859,-0.7327368,-1.0347838,-0.7894151,0.1317672,-0.31242564,-0.82092434,-0.4949345,0.07567874,0.0798341,0.3787188,-0.82569647,0.13313514,-0.73447186,-1.1267526,-0.022765778,-0.85758483,0.5113035,-1.0566264,-0.8466953,-0.44207945,0.14850414,-0.76471525,-0.6042928,-0.41345093,-1.222626,-0.051344346,-0.41111425,-1.1239802,-1.223411,-0.60551125,0.65014553,-0.4547211,-0.7863465,0.77576995,0.36862576,-0.50167763,-1.0752603,-0.1536793,0.4878944,-0.46769172,-0.053627342,-0.19332927,-0.5503199,1.1741502,-0.81887054,0.56854856,0.40551534,0.52445465,-1.0339434,-0.3501287,0.1790889,-0.20314184,0.7985378,-0.29247168,-0.05316605,0.43341413,-0.50463504,-0.3616548,0.27973586,-0.842441,1.0093037,-0.945667,-0.24963883,0.07514022,-0.0105642425,-0.8540428,0.44514433,0.80744576,1.8147048,0.81837684,0.045996457,-0.76276404,0.11092936,1.1927664,-0.41062155,-0.7644937,0.71222556,-0.019685103,-0.33513543,-0.6820197,-0.15556736,-0.13231017,-0.3239678,-0.7878857,0.2628999,-0.6534066,-0.5106068,0.47092628,0.08780598,1.2567341,-0.78042746,0.98268056,-0.62776685,0.0719243,-1.0641028,1.1979024,0.9455582,-0.14175643,-0.44997367,0.08340676,-0.81262124,0.15654477,-0.51078624,0.5866289,-0.47013655,0.4053937,0.0034808812,-0.23756254,0.6604504,-0.43179977,-0.8357081,0.46385223,-0.025259245,-0.3965751,0.92829555,-0.112066194,-0.030061617,-0.78640574,0.59799963,-0.6026663,-0.0047627427,0.51538575,-1.170064,0.32966024,1.042544,-0.83117753,-0.12488852,0.12467365,-0.8887055
ABIISSROSB,RightTroll,-0.30114922,-0.6279655,0.24099341,0.12725548,0.35729584,-0.51939076,-1.0246434,-0.3356514,-0.41559356,0.17694023,0.8121387,-0.5217135,0.06455251,-0.85461813,-0.71414757,-0.33676028,0.11549934,-0.56682956,-0.37326938,0.11215814,-0.22475462,0.14068371,-0.36814684,0.39339015,0.27508545,0.10591947,-0.95606357,-0.2411102,-0.018108184,0.40287188,-0.008789193,-0.21043551,-0.29673088,-0.9607532,-0.5596244,-0.6866324,0.6767799,-0.10882758,-0.37272906,-0.48930317,-0.9744803,0.5059523,-0.42872262,-0.26131275,0.07737182,-0.012213183,-0.01005312,-0.12579337,-0.32517833,-1.0173999,-0.97212744,-0.8127027,-0.05059052,-0.19810781,-0.7221605,-0.4398307,-0.09135258,0.29316437,-0.16713421,-0.5100396,-0.72330195,-0.26544103,0.16285197,0.71948576,-0.22995228,0.121534325,0.1283242,1.4371904,0.76219225,-1.3892404,-0.8409296,0.4963916,-0.8818595,-0.58756673,-0.8961345,-0.21089979,-0.5158063,-1.1155994,-0.6981714,0.32485324,-0.56691587,0.77567667,0.046088234,0.005238665,-0.6278503,0.70221317,-0.6078371,0.019843435,-0.16353531,-0.71458185,-0.059886124,0.3709762,-0.30488473,0.3456473,0.96540433,-0.21700203,-0.40678832,-0.27770165,-0.57553077,0.040000033,0.4678687,-0.06507687,-0.3092837,-0.48685077,0.65812176,-0.43410802,0.36401626,0.7884661,0.026484037,-1.0459696,0.29729122,0.4419859,-0.5973877,-0.041020777,0.44046628,0.41053876,-0.4372816,-1.6069319,0.44240054,0.3472905,0.3436125,-0.57068235,0.298561,0.8553488,1.0490882,0.12689608,0.25556612,-0.14590418,-0.23274374,0.21274382,-0.2365076,-1.4009736,0.44209096,-0.5004259,-0.7979525,-0.85776454,-0.1357584,-0.81271034,0.62892693,-0.5345431,0.35693613,0.35024524,-0.45135847,0.21641229,0.29263595,-0.63161844,-0.7467675,0.53293437,0.23942535,0.58895105,0.7078916,-0.7257815,-0.31307775,0.55264026,1.0036716,-0.042809576,0.18936877,0.87965846,0.21566561,0.39699197,0.30057585,0.33650357,-1.8912168,-0.055624217,0.22149111,0.37512138,0.06531274,-0.38573852,-0.33555567,-0.5402366,0.40712932,-0.5667544,-0.64201707,0.011344299,-0.28576487,-0.03409348,-0.054560255,0.26888266,0.29485416,-0.98620623,0.5761194,-0.5275801,0.476917,1.0160942,-0.47843567,-0.08823239,-0.38569856,0.6891088,0.6533279,-0.7715688,0.5655181,0.5601732,1.1084509,-0.019902047,0.5805766,-0.9172711,-0.7273127,0.2073331,-0.67048836,-0.06752136,-0.12566718,-0.97030395,-0.21857241,-1.3630342,0.44999716,0.8120492,0.6270999,-0.46099195,0.42551327,-0.24234052,-0.3023282,0.3566962,0.23160027,0.18085925,0.13887036,-0.47301432,0.92905766,0.37389466,1.0585876,-0.13759066,0.38044402,0.4965268,-0.4055936,-0.4311834,-0.96828336,-1.0175785,0.5245856,-0.57115597,0.6859258,0.2876358,-0.14062934,0.09014768,-0.20464994,-0.6623089,-0.009288502,0.847774,-0.34864458,-0.5097191,-0.14703685,-0.6961648,-1.7508048,0.939561,0.27481166,-0.27232853,0.27984968,-0.7389879,0.004723486,0.14212053,-0.460914,0.1666202,-0.65536326,0.39455473,-1.1178185,-0.55975026,-0.0030194593,-0.020115862,0.4217193,0.5796413,-1.2284878,0.03015276,-0.40459046,-0.012157709,0.5511476,0.5298964,0.3085695,0.28988084,-0.6208789,-0.5881683,-0.5135321,-0.42575902,0.62544644,-0.12823223,-0.11515329,-0.13966666,0.60254437,0.37789437,0.21177556,-0.69944334,0.477624,-0.69766426,-0.27999827,-0.82577556,0.02903963,-0.119548246,0.03576713,-0.1691198,-0.36235693,-0.55385834,-0.58439386,-0.4164361,0.9017964,0.5618479,1.1169041,0.1441358,0.8934908,0.38943732,0.020547647,-0.30509883,-0.29935625,-0.40076506
ABMERRLINS,RightTroll,0.267892,0.05223434,0.053597257,0.02083696,0.2229601,-0.5374987,-0.53204936,-0.12456472,-0.1698473,0.3057134,0.37874454,-0.39201587,0.33370495,-0.67585224,-0.41346267,-0.079272605,-0.25039965,-0.106269166,-0.30250427,0.21590978,0.0889271,0.18335229,-0.11543348,-0.017200323,0.1916359,-0.033495765,-0.7343418,0.003431049,-0.10236655,0.24039361,0.09965065,-0.104119346,-0.061133485,-0.92372966,-0.511723,-0.7751902,0.6028496,-0.30568597,0.09544222,-0.7083373,-0.43439853,0.40957892,-0.08322763,0.056579653,0.071399264,0.11954121,-0.34786072,-0.5219529,-0.15161918,-0.9562878,-0.83186,-0.5628307,-0.49188185,-0.09275812,-0.65622485,-0.24281117,-0.11344995,0.22598372,-0.21767369,-0.5169685,-0.79726726,-0.47989237,0.33125356,0.71386284,-0.11080154,-0.04643602,0.27012277,1.3148006,0.5585061,-0.8547013,-0.4818913,0.3317652,-0.79597324,-0.5351279,-0.89461553,-0.009252799,-0.23498097,-0.6865251,-0.40495566,0.72979134,-0.3433831,0.9452258,-0.08819937,-0.03928394,-0.6546211,0.57639635,-0.3280125,-0.025485462,-0.5439353,-0.64020634,-0.046378132,0.22974305,-0.3068017,0.18037647,0.8280426,-0.07099966,-0.17469628,-0.38140556,-0.45591578,0.121521,0.24461251,-0.045883875,-0.39331043,-0.7504496,0.43329912,-0.45130816,0.20898199,0.63710976,0.0851227,-0.92966515,0.4194835,0.4019303,-0.5035872,-0.14651096,0.4275895,0.30449644,-0.28830668,-1.3251442,0.04424241,0.24895602,0.19740507,-0.48047128,0.055013426,0.7100461,0.9076411,0.24653573,0.02048766,-0.019311361,-0.19729294,0.34740168,-0.18941939,-1.0019189,0.37381437,-0.2670071,-0.56189233,-0.6457348,-0.11610881,-0.25610775,0.5298332,-0.59389234,0.09176758,0.24251938,-0.28130436,0.40190947,0.17143445,-0.7771668,-0.61949843,0.1672773,0.4178811,0.22008096,0.3766736,-0.5576582,-0.37978846,0.48285002,0.95323956,0.10829385,0.2600631,0.67726177,-0.061670247,0.26866785,0.19733669,0.2389008,-1.4930114,-0.18487889,0.10378893,0.17689823,-0.08198892,-0.21546414,-0.13099612,-0.46433955,0.47023955,-0.22071359,-0.3966119,0.07703052,-0.16157123,-0.104788974,0.20982552,0.026050042,0.048959535,-0.7117436,0.47875142,-0.56141406,0.39159393,0.67253447,-0.15796807,-0.089307755,-0.57677025,0.35433283,-0.065397054,-0.62316614,0.3176623,0.3914876,0.55514884,-0.13662744,0.72528696,-0.90200925,-0.35974622,0.29359472,-0.76570934,-0.23833044,-0.1938492,-0.55141395,0.09097949,-1.2885262,0.55818063,0.5915012,0.34839356,-0.65800273,0.39722735,-0.39077777,-0.07554614,0.16236068,0.15586829,0.46279958,0.24864359,-0.3079957,0.6211014,0.43509915,0.97361404,-0.16253775,0.13600813,0.371928,-0.29583648,-0.3185944,-0.893484,-0.74285585,0.66193,-0.5564842,0.35054094,0.42471218,-0.13822164,0.061520312,-0.23050839,-0.5963608,-0.0749756,0.7987546,-0.5487303,-0.063847244,-0.025858304,-0.11819466,-1.0754231,0.7110784,0.07184913,-0.02862996,0.24545252,-0.66347915,0.16500787,0.16581878,-0.16663638,0.16804759,-0.51851714,0.015725711,-0.97290236,-0.44063646,-0.26808313,-0.13807526,0.2548001,0.56848246,-1.2633932,-0.07002544,0.18595195,0.18223834,0.44246948,0.24098748,0.3435881,0.13815635,-0.47001043,-0.37385806,-0.4880538,-0.29672304,0.23193218,-0.27204508,0.2236231,0.10430721,0.28115252,0.1868792,0.052913554,-0.6332347,0.06989507,-0.60124516,-0.1481019,-0.6281483,-0.06786126,-0.14261793,0.19809905,0.11047094,-0.16436538,-0.32808346,-0.52524024,-0.29665548,0.9793911,0.48579484,0.9580392,0.26664892,0.6658213,0.33601874,-0.037441272,-0.4362604,-0.31432778,-0.15674125
